dateday,season,year,month,holiday,day_of_week,workingday,weather_situation,temp,atemp,humidity,casual,registered,count,monthly_avg,weekday_avg,usage_cluster
2011-07-18,Fall,0,7,0,Monday,1,Clear,0.746667,0.703925,0.65125,841,3617,4458,5563.677419354839,4338.1238095238095,High
2011-07-19,Fall,0,7,0,Tuesday,1,Clear,0.776667,0.747479,0.650417,752,3789,4541,5563.677419354839,4510.663461538462,High
2011-07-20,Fall,0,7,0,Wednesday,1,Clear,0.768333,0.74685,0.707083,644,3688,4332,5563.677419354839,4548.538461538462,Medium
2011-07-21,Fall,0,7,0,Thursday,1,Mist,0.815,0.826371,0.69125,632,3152,3784,5563.677419354839,4667.259615384615,Medium
2011-07-22,Fall,0,7,0,Friday,1,Clear,0.848333,0.840896,0.580417,562,2825,3387,5563.677419354839,4690.288461538462,Medium
2011-07-23,Fall,0,7,0,Saturday,0,Clear,0.849167,0.804287,0.5,987,2298,3285,5563.677419354839,4550.542857142857,Medium
2011-07-24,Fall,0,7,0,Sunday,0,Clear,0.83,0.794829,0.550833,1050,2556,3606,5563.677419354839,4228.828571428571,Medium
2011-07-25,Fall,0,7,0,Monday,1,Clear,0.743333,0.720958,0.757083,568,3272,3840,5563.677419354839,4338.1238095238095,Medium
2011-07-26,Fall,0,7,0,Tuesday,1,Clear,0.771667,0.696979,0.540833,750,3840,4590,5563.677419354839,4510.663461538462,High
2011-07-27,Fall,0,7,0,Wednesday,1,Clear,0.775,0.690667,0.402917,755,3901,4656,5563.677419354839,4548.538461538462,High
2011-07-28,Fall,0,7,0,Thursday,1,Clear,0.779167,0.7399,0.583333,606,3784,4390,5563.677419354839,4667.259615384615,High
2011-07-29,Fall,0,7,0,Friday,1,Clear,0.838333,0.785967,0.5425,670,3176,3846,5563.677419354839,4690.288461538462,Medium
2011-07-30,Fall,0,7,0,Saturday,0,Clear,0.804167,0.728537,0.465833,1559,2916,4475,5563.677419354839,4550.542857142857,High
2011-07-31,Fall,0,7,0,Sunday,0,Clear,0.805833,0.729796,0.480833,1524,2778,4302,5563.677419354839,4228.828571428571,Medium
2011-08-01,Fall,0,8,0,Monday,1,Clear,0.771667,0.703292,0.550833,729,3537,4266,5664.419354838709,4338.1238095238095,Medium
2011-08-02,Fall,0,8,0,Tuesday,1,Clear,0.783333,0.707071,0.49125,801,4044,4845,5664.419354838709,4510.663461538462,High
2011-08-03,Fall,0,8,0,Wednesday,1,Mist,0.731667,0.679937,0.6575,467,3107,3574,5664.419354838709,4548.538461538462,Medium
2011-08-04,Fall,0,8,0,Thursday,1,Mist,0.71,0.664788,0.7575,799,3777,4576,5664.419354838709,4667.259615384615,High
2011-08-05,Fall,0,8,0,Friday,1,Clear,0.710833,0.656567,0.630833,1023,3843,4866,5664.419354838709,4690.288461538462,High
2011-08-06,Fall,0,8,0,Saturday,0,Mist,0.716667,0.676154,0.755,1521,2773,4294,5664.419354838709,4550.542857142857,Medium
2011-08-07,Fall,0,8,0,Sunday,0,Clear,0.7425,0.715292,0.752917,1298,2487,3785,5664.419354838709,4228.828571428571,Medium
2011-08-08,Fall,0,8,0,Monday,1,Clear,0.765,0.703283,0.592083,846,3480,4326,5664.419354838709,4338.1238095238095,Medium
2011-08-09,Fall,0,8,0,Tuesday,1,Clear,0.775,0.724121,0.570417,907,3695,4602,5664.419354838709,4510.663461538462,High
2011-08-10,Fall,0,8,0,Wednesday,1,Clear,0.766667,0.684983,0.424167,884,3896,4780,5664.419354838709,4548.538461538462,High
2011-08-11,Fall,0,8,0,Thursday,1,Clear,0.7175,0.651521,0.42375,812,3980,4792,5664.419354838709,4667.259615384615,High
2011-08-12,Fall,0,8,0,Friday,1,Clear,0.708333,0.654042,0.415,1051,3854,4905,5664.419354838709,4690.288461538462,High
2011-08-13,Fall,0,8,0,Saturday,0,Mist,0.685833,0.645858,0.729583,1504,2646,4150,5664.419354838709,4550.542857142857,Medium
2011-08-14,Fall,0,8,0,Sunday,0,Mist,0.676667,0.624388,0.8175,1338,2482,3820,5664.419354838709,4228.828571428571,Medium
2011-08-15,Fall,0,8,0,Monday,1,Clear,0.665833,0.616167,0.712083,775,3563,4338,5664.419354838709,4338.1238095238095,Medium
2011-08-16,Fall,0,8,0,Tuesday,1,Clear,0.700833,0.645837,0.578333,721,4004,4725,5664.419354838709,4510.663461538462,High
2011-08-17,Fall,0,8,0,Wednesday,1,Clear,0.723333,0.666671,0.575417,668,4026,4694,5664.419354838709,4548.538461538462,High
2011-08-18,Fall,0,8,0,Thursday,1,Clear,0.711667,0.662258,0.654583,639,3166,3805,5664.419354838709,4667.259615384615,Medium
2011-08-19,Fall,0,8,0,Friday,1,Mist,0.685,0.633221,0.722917,797,3356,4153,5664.419354838709,4690.288461538462,Medium
2011-08-20,Fall,0,8,0,Saturday,0,Clear,0.6975,0.648996,0.674167,1914,3277,5191,5664.419354838709,4550.542857142857,High
2011-08-21,Fall,0,8,0,Sunday,0,Clear,0.710833,0.675525,0.77,1249,2624,3873,5664.419354838709,4228.828571428571,Medium
2011-08-22,Fall,0,8,0,Monday,1,Clear,0.691667,0.638254,0.47,833,3925,4758,5664.419354838709,4338.1238095238095,High
2011-08-23,Fall,0,8,0,Tuesday,1,Clear,0.640833,0.606067,0.455417,1281,4614,5895,5664.419354838709,4510.663461538462,High
2011-08-24,Fall,0,8,0,Wednesday,1,Clear,0.673333,0.630692,0.605,949,4181,5130,5664.419354838709,4548.538461538462,High
2011-08-25,Fall,0,8,0,Thursday,1,Mist,0.684167,0.645854,0.771667,435,3107,3542,5664.419354838709,4667.259615384615,Medium
2011-08-26,Fall,0,8,0,Friday,1,Clear,0.7,0.659733,0.76125,768,3893,4661,5664.419354838709,4690.288461538462,High
2011-08-27,Fall,0,8,0,Saturday,0,Mist,0.68,0.635556,0.85,226,889,1115,5664.419354838709,4550.542857142857,Low
2011-08-28,Fall,0,8,0,Sunday,0,Clear,0.707059,0.647959,0.561765,1415,2919,4334,5664.419354838709,4228.828571428571,Medium
2011-08-29,Fall,0,8,0,Monday,1,Clear,0.636667,0.607958,0.554583,729,3905,4634,5664.419354838709,4338.1238095238095,High
2011-08-30,Fall,0,8,0,Tuesday,1,Clear,0.639167,0.594704,0.548333,775,4429,5204,5664.419354838709,4510.663461538462,High
2011-08-31,Fall,0,8,0,Wednesday,1,Clear,0.656667,0.611121,0.597917,688,4370,5058,5664.419354838709,4548.538461538462,High
2011-09-01,Fall,0,9,0,Thursday,1,Clear,0.655,0.614921,0.639167,783,4332,5115,5766.516666666666,4667.259615384615,High
2011-09-02,Fall,0,9,0,Friday,1,Mist,0.643333,0.604808,0.727083,875,3852,4727,5766.516666666666,4690.288461538462,High
2011-09-03,Fall,0,9,0,Saturday,0,Clear,0.669167,0.633213,0.716667,1935,2549,4484,5766.516666666666,4550.542857142857,High
2011-09-04,Fall,0,9,0,Sunday,0,Clear,0.709167,0.665429,0.742083,2521,2419,4940,5766.516666666666,4228.828571428571,High
2011-09-05,Fall,0,9,1,Monday,0,Mist,0.673333,0.625646,0.790417,1236,2115,3351,5766.516666666666,4338.1238095238095,Medium
2011-09-06,Fall,0,9,0,Tuesday,1,Light Snow,0.54,0.5152,0.886957,204,2506,2710,5766.516666666666,4510.663461538462,Medium
2011-09-07,Fall,0,9,0,Wednesday,1,Light Snow,0.599167,0.544229,0.917083,118,1878,1996,5766.516666666666,4548.538461538462,Low
2011-09-08,Fall,0,9,0,Thursday,1,Light Snow,0.633913,0.555361,0.939565,153,1689,1842,5766.516666666666,4667.259615384615,Low
2011-09-09,Fall,0,9,0,Friday,1,Mist,0.65,0.578946,0.897917,417,3127,3544,5766.516666666666,4690.288461538462,Medium
2011-09-10,Fall,0,9,0,Saturday,0,Clear,0.66,0.607962,0.75375,1750,3595,5345,5766.516666666666,4550.542857142857,High
2011-09-11,Fall,0,9,0,Sunday,0,Clear,0.653333,0.609229,0.71375,1633,3413,5046,5766.516666666666,4228.828571428571,High
2011-09-12,Fall,0,9,0,Monday,1,Clear,0.644348,0.60213,0.692174,690,4023,4713,5766.516666666666,4338.1238095238095,High
2011-09-13,Fall,0,9,0,Tuesday,1,Clear,0.650833,0.603554,0.7125,701,4062,4763,5766.516666666666,4510.663461538462,High
2011-09-14,Fall,0,9,0,Wednesday,1,Clear,0.673333,0.6269,0.697083,647,4138,4785,5766.516666666666,4548.538461538462,High
2011-09-15,Fall,0,9,0,Thursday,1,Mist,0.5775,0.553671,0.709167,428,3231,3659,5766.516666666666,4667.259615384615,Medium
2011-09-16,Fall,0,9,0,Friday,1,Mist,0.469167,0.461475,0.590417,742,4018,4760,5766.516666666666,4690.288461538462,High
2011-09-17,Fall,0,9,0,Saturday,0,Mist,0.491667,0.478512,0.718333,1434,3077,4511,5766.516666666666,4550.542857142857,High
2011-09-18,Fall,0,9,0,Sunday,0,Clear,0.5075,0.490537,0.695,1353,2921,4274,5766.516666666666,4228.828571428571,Medium
2011-09-19,Fall,0,9,0,Monday,1,Mist,0.549167,0.529675,0.69,691,3848,4539,5766.516666666666,4338.1238095238095,High
2011-09-20,Fall,0,9,0,Tuesday,1,Mist,0.561667,0.532217,0.88125,438,3203,3641,5766.516666666666,4510.663461538462,Medium
2011-09-21,Fall,0,9,0,Wednesday,1,Mist,0.595,0.550533,0.9,539,3813,4352,5766.516666666666,4548.538461538462,Medium
2011-09-22,Fall,0,9,0,Thursday,1,Mist,0.628333,0.554963,0.902083,555,4240,4795,5766.516666666666,4667.259615384615,High
2011-09-23,Winter,0,9,0,Friday,1,Mist,0.609167,0.522125,0.9725,258,2137,2395,5766.516666666666,4690.288461538462,Medium
2011-09-24,Winter,0,9,0,Saturday,0,Mist,0.606667,0.564412,0.8625,1776,3647,5423,5766.516666666666,4550.542857142857,High
2011-09-25,Winter,0,9,0,Sunday,0,Mist,0.634167,0.572637,0.845,1544,3466,5010,5766.516666666666,4228.828571428571,High
2011-09-26,Winter,0,9,0,Monday,1,Mist,0.649167,0.589042,0.848333,684,3946,4630,5766.516666666666,4338.1238095238095,High
2011-09-27,Winter,0,9,0,Tuesday,1,Mist,0.636667,0.574525,0.885417,477,3643,4120,5766.516666666666,4510.663461538462,Medium
2011-09-28,Winter,0,9,0,Wednesday,1,Mist,0.635,0.575158,0.84875,480,3427,3907,5766.516666666666,4548.538461538462,Medium
2011-09-29,Winter,0,9,0,Thursday,1,Clear,0.616667,0.574512,0.699167,653,4186,4839,5766.516666666666,4667.259615384615,High
2011-09-30,Winter,0,9,0,Friday,1,Clear,0.564167,0.544829,0.6475,830,4372,5202,5766.516666666666,4690.288461538462,High
2011-10-01,Winter,0,10,0,Saturday,0,Mist,0.41,0.412863,0.75375,480,1949,2429,5199.225806451613,4550.542857142857,Medium
2011-10-02,Winter,0,10,0,Sunday,0,Mist,0.356667,0.345317,0.791667,616,2302,2918,5199.225806451613,4228.828571428571,Medium
2011-10-03,Winter,0,10,0,Monday,1,Mist,0.384167,0.392046,0.760833,330,3240,3570,5199.225806451613,4338.1238095238095,Medium
2011-10-04,Winter,0,10,0,Tuesday,1,Clear,0.484167,0.472858,0.71,486,3970,4456,5199.225806451613,4510.663461538462,High
2011-10-05,Winter,0,10,0,Wednesday,1,Clear,0.538333,0.527138,0.647917,559,4267,4826,5199.225806451613,4548.538461538462,High
2011-10-06,Winter,0,10,0,Thursday,1,Clear,0.494167,0.480425,0.620833,639,4126,4765,5199.225806451613,4667.259615384615,High
2011-10-07,Winter,0,10,0,Friday,1,Clear,0.510833,0.504404,0.684167,949,4036,4985,5199.225806451613,4690.288461538462,High
2011-10-08,Winter,0,10,0,Saturday,0,Clear,0.521667,0.513242,0.70125,2235,3174,5409,5199.225806451613,4550.542857142857,High
2011-10-09,Winter,0,10,0,Sunday,0,Clear,0.540833,0.523983,0.7275,2397,3114,5511,5199.225806451613,4228.828571428571,High
2011-10-10,Winter,0,10,1,Monday,0,Clear,0.570833,0.542925,0.73375,1514,3603,5117,5199.225806451613,4338.1238095238095,High
2011-10-11,Winter,0,10,0,Tuesday,1,Mist,0.566667,0.546096,0.80875,667,3896,4563,5199.225806451613,4510.663461538462,High
2011-10-12,Winter,0,10,0,Wednesday,1,Light Snow,0.543333,0.517717,0.90625,217,2199,2416,5199.225806451613,4548.538461538462,Medium
2011-10-13,Winter,0,10,0,Thursday,1,Mist,0.589167,0.551804,0.896667,290,2623,2913,5199.225806451613,4667.259615384615,Medium
2011-10-14,Winter,0,10,0,Friday,1,Mist,0.550833,0.529675,0.71625,529,3115,3644,5199.225806451613,4690.288461538462,Medium
2011-10-15,Winter,0,10,0,Saturday,0,Clear,0.506667,0.498725,0.483333,1899,3318,5217,5199.225806451613,4550.542857142857,High
2011-10-16,Winter,0,10,0,Sunday,0,Clear,0.511667,0.503154,0.486667,1748,3293,5041,5199.225806451613,4228.828571428571,High
2011-10-17,Winter,0,10,0,Monday,1,Clear,0.534167,0.510725,0.579583,713,3857,4570,5199.225806451613,4338.1238095238095,High
2011-10-18,Winter,0,10,0,Tuesday,1,Mist,0.5325,0.522721,0.701667,637,4111,4748,5199.225806451613,4510.663461538462,High
2011-10-19,Winter,0,10,0,Wednesday,1,Light Snow,0.541739,0.513848,0.895217,254,2170,2424,5199.225806451613,4548.538461538462,Medium
2011-10-20,Winter,0,10,0,Thursday,1,Clear,0.475833,0.466525,0.63625,471,3724,4195,5199.225806451613,4667.259615384615,Medium
2011-10-21,Winter,0,10,0,Friday,1,Clear,0.4275,0.423596,0.574167,676,3628,4304,5199.225806451613,4690.288461538462,Medium
2011-10-22,Winter,0,10,0,Saturday,0,Clear,0.4225,0.425492,0.629167,1499,2809,4308,5199.225806451613,4550.542857142857,Medium
2011-10-23,Winter,0,10,0,Sunday,0,Clear,0.421667,0.422333,0.74125,1619,2762,4381,5199.225806451613,4228.828571428571,High
2011-10-24,Winter,0,10,0,Monday,1,Clear,0.463333,0.457067,0.772083,699,3488,4187,5199.225806451613,4338.1238095238095,Medium
2011-10-25,Winter,0,10,0,Tuesday,1,Clear,0.471667,0.463375,0.622917,695,3992,4687,5199.225806451613,4510.663461538462,High
2011-10-26,Winter,0,10,0,Wednesday,1,Mist,0.484167,0.472846,0.720417,404,3490,3894,5199.225806451613,4548.538461538462,Medium
2011-10-27,Winter,0,10,0,Thursday,1,Mist,0.47,0.457046,0.812917,240,2419,2659,5199.225806451613,4667.259615384615,Medium
2011-10-28,Winter,0,10,0,Friday,1,Mist,0.330833,0.318812,0.585833,456,3291,3747,5199.225806451613,4690.288461538462,Medium
2011-10-29,Winter,0,10,0,Saturday,0,Light Snow,0.254167,0.227913,0.8825,57,570,627,5199.225806451613,4550.542857142857,Low
2011-10-30,Winter,0,10,0,Sunday,0,Clear,0.319167,0.321329,0.62375,885,2446,3331,5199.225806451613,4228.828571428571,Medium
2011-10-31,Winter,0,10,0,Monday,1,Clear,0.34,0.356063,0.703333,362,3307,3669,5199.225806451613,4338.1238095238095,Medium
2011-11-01,Winter,0,11,0,Tuesday,1,Clear,0.400833,0.397088,0.68375,410,3658,4068,4247.183333333333,4510.663461538462,Medium
2011-11-02,Winter,0,11,0,Wednesday,1,Clear,0.3775,0.390133,0.71875,370,3816,4186,4247.183333333333,4548.538461538462,Medium
2011-11-03,Winter,0,11,0,Thursday,1,Clear,0.408333,0.405921,0.702083,318,3656,3974,4247.183333333333,4667.259615384615,Medium
2011-11-04,Winter,0,11,0,Friday,1,Mist,0.403333,0.403392,0.6225,470,3576,4046,4247.183333333333,4690.288461538462,Medium
2011-11-05,Winter,0,11,0,Saturday,0,Clear,0.326667,0.323854,0.519167,1156,2770,3926,4247.183333333333,4550.542857142857,Medium
2011-11-06,Winter,0,11,0,Sunday,0,Clear,0.348333,0.362358,0.734583,952,2697,3649,4247.183333333333,4228.828571428571,Medium
2011-11-07,Winter,0,11,0,Monday,1,Clear,0.395,0.400871,0.75875,373,3662,4035,4247.183333333333,4338.1238095238095,Medium
2011-11-08,Winter,0,11,0,Tuesday,1,Clear,0.408333,0.412246,0.721667,376,3829,4205,4247.183333333333,4510.663461538462,Medium
2011-11-09,Winter,0,11,0,Wednesday,1,Clear,0.4,0.409079,0.758333,305,3804,4109,4247.183333333333,4548.538461538462,Medium
2011-11-10,Winter,0,11,0,Thursday,1,Mist,0.38,0.373721,0.813333,190,2743,2933,4247.183333333333,4667.259615384615,Medium
2011-11-11,Winter,0,11,1,Friday,0,Clear,0.324167,0.306817,0.44625,440,2928,3368,4247.183333333333,4690.288461538462,Medium
2011-11-12,Winter,0,11,0,Saturday,0,Clear,0.356667,0.357942,0.552917,1275,2792,4067,4247.183333333333,4550.542857142857,Medium
2011-11-13,Winter,0,11,0,Sunday,0,Clear,0.440833,0.43055,0.458333,1004,2713,3717,4247.183333333333,4228.828571428571,Medium
2011-11-14,Winter,0,11,0,Monday,1,Clear,0.53,0.524612,0.587083,595,3891,4486,4247.183333333333,4338.1238095238095,High
2011-11-15,Winter,0,11,0,Tuesday,1,Mist,0.53,0.507579,0.68875,449,3746,4195,4247.183333333333,4510.663461538462,Medium
2011-11-16,Winter,0,11,0,Wednesday,1,Light Snow,0.456667,0.451988,0.93,145,1672,1817,4247.183333333333,4548.538461538462,Low
2011-11-17,Winter,0,11,0,Thursday,1,Mist,0.341667,0.323221,0.575833,139,2914,3053,4247.183333333333,4667.259615384615,Medium
2011-11-18,Winter,0,11,0,Friday,1,Clear,0.274167,0.272721,0.41,245,3147,3392,4247.183333333333,4690.288461538462,Medium
2011-11-19,Winter,0,11,0,Saturday,0,Clear,0.329167,0.324483,0.502083,943,2720,3663,4247.183333333333,4550.542857142857,Medium
2011-11-20,Winter,0,11,0,Sunday,0,Mist,0.463333,0.457058,0.684583,787,2733,3520,4247.183333333333,4228.828571428571,Medium
2011-11-21,Winter,0,11,0,Monday,1,Light Snow,0.4475,0.445062,0.91,220,2545,2765,4247.183333333333,4338.1238095238095,Medium
2011-11-22,Winter,0,11,0,Tuesday,1,Light Snow,0.416667,0.421696,0.9625,69,1538,1607,4247.183333333333,4510.663461538462,Low
2011-11-23,Winter,0,11,0,Wednesday,1,Mist,0.440833,0.430537,0.757917,112,2454,2566,4247.183333333333,4548.538461538462,Medium
2011-11-24,Winter,0,11,1,Thursday,0,Clear,0.373333,0.372471,0.549167,560,935,1495,4247.183333333333,4667.259615384615,Low
2011-11-25,Winter,0,11,0,Friday,1,Clear,0.375,0.380671,0.64375,1095,1697,2792,4247.183333333333,4690.288461538462,Medium
2011-11-26,Winter,0,11,0,Saturday,0,Clear,0.375833,0.385087,0.681667,1249,1819,3068,4247.183333333333,4550.542857142857,Medium
2011-11-27,Winter,0,11,0,Sunday,0,Clear,0.459167,0.4558,0.698333,810,2261,3071,4247.183333333333,4228.828571428571,Medium
2011-11-28,Winter,0,11,0,Monday,1,Clear,0.503478,0.490122,0.743043,253,3614,3867,4247.183333333333,4338.1238095238095,Medium
2011-11-29,Winter,0,11,0,Tuesday,1,Mist,0.458333,0.451375,0.830833,96,2818,2914,4247.183333333333,4510.663461538462,Medium
2011-11-30,Winter,0,11,0,Wednesday,1,Clear,0.325,0.311221,0.613333,188,3425,3613,4247.183333333333,4548.538461538462,Medium
2011-12-01,Winter,0,12,0,Thursday,1,Clear,0.3125,0.305554,0.524583,182,3545,3727,3403.8064516129034,4667.259615384615,Medium
2011-12-02,Winter,0,12,0,Friday,1,Clear,0.314167,0.331433,0.625833,268,3672,3940,3403.8064516129034,4690.288461538462,Medium
2011-12-03,Winter,0,12,0,Saturday,0,Clear,0.299167,0.310604,0.612917,706,2908,3614,3403.8064516129034,4550.542857142857,Medium
2011-12-04,Winter,0,12,0,Sunday,0,Clear,0.330833,0.3491,0.775833,634,2851,3485,3403.8064516129034,4228.828571428571,Medium
2011-12-05,Winter,0,12,0,Monday,1,Mist,0.385833,0.393925,0.827083,233,3578,3811,3403.8064516129034,4338.1238095238095,Medium
2011-12-06,Winter,0,12,0,Tuesday,1,Light Snow,0.4625,0.4564,0.949583,126,2468,2594,3403.8064516129034,4510.663461538462,Medium
2011-12-07,Winter,0,12,0,Wednesday,1,Light Snow,0.41,0.400246,0.970417,50,655,705,3403.8064516129034,4548.538461538462,Low
2011-12-08,Winter,0,12,0,Thursday,1,Clear,0.265833,0.256938,0.58,150,3172,3322,3403.8064516129034,4667.259615384615,Medium
2011-12-09,Winter,0,12,0,Friday,1,Clear,0.290833,0.317542,0.695833,261,3359,3620,3403.8064516129034,4690.288461538462,Medium
2011-12-10,Winter,0,12,0,Saturday,0,Clear,0.275,0.266412,0.5075,502,2688,3190,3403.8064516129034,4550.542857142857,Medium
2011-12-11,Winter,0,12,0,Sunday,0,Clear,0.220833,0.253154,0.49,377,2366,2743,3403.8064516129034,4228.828571428571,Medium
2011-12-12,Winter,0,12,0,Monday,1,Clear,0.238333,0.270196,0.670833,143,3167,3310,3403.8064516129034,4338.1238095238095,Medium
2011-12-13,Winter,0,12,0,Tuesday,1,Clear,0.2825,0.301138,0.59,155,3368,3523,3403.8064516129034,4510.663461538462,Medium
2011-12-14,Winter,0,12,0,Wednesday,1,Mist,0.3175,0.338362,0.66375,178,3562,3740,3403.8064516129034,4548.538461538462,Medium
2011-12-15,Winter,0,12,0,Thursday,1,Mist,0.4225,0.412237,0.634167,181,3528,3709,3403.8064516129034,4667.259615384615,Medium
2011-12-16,Winter,0,12,0,Friday,1,Mist,0.375,0.359825,0.500417,178,3399,3577,3403.8064516129034,4690.288461538462,Medium
2011-12-17,Winter,0,12,0,Saturday,0,Mist,0.258333,0.249371,0.560833,275,2464,2739,3403.8064516129034,4550.542857142857,Medium
2011-12-18,Winter,0,12,0,Sunday,0,Clear,0.238333,0.245579,0.58625,220,2211,2431,3403.8064516129034,4228.828571428571,Medium
2011-12-19,Winter,0,12,0,Monday,1,Clear,0.276667,0.280933,0.6375,260,3143,3403,3403.8064516129034,4338.1238095238095,Medium
2011-12-20,Winter,0,12,0,Tuesday,1,Mist,0.385833,0.396454,0.595417,216,3534,3750,3403.8064516129034,4510.663461538462,Medium
2011-12-21,Spring,0,12,0,Wednesday,1,Mist,0.428333,0.428017,0.858333,107,2553,2660,3403.8064516129034,4548.538461538462,Medium
2011-12-22,Spring,0,12,0,Thursday,1,Mist,0.423333,0.426121,0.7575,227,2841,3068,3403.8064516129034,4667.259615384615,Medium
2011-12-23,Spring,0,12,0,Friday,1,Clear,0.373333,0.377513,0.68625,163,2046,2209,3403.8064516129034,4690.288461538462,Medium
2011-12-24,Spring,0,12,0,Saturday,0,Clear,0.3025,0.299242,0.5425,155,856,1011,3403.8064516129034,4550.542857142857,Low
2011-12-25,Spring,0,12,0,Sunday,0,Clear,0.274783,0.279961,0.681304,303,451,754,3403.8064516129034,4228.828571428571,Low
2011-12-26,Spring,0,12,1,Monday,0,Clear,0.321739,0.315535,0.506957,430,887,1317,3403.8064516129034,4338.1238095238095,Low
2011-12-27,Spring,0,12,0,Tuesday,1,Mist,0.325,0.327633,0.7625,103,1059,1162,3403.8064516129034,4510.663461538462,Low
2011-12-28,Spring,0,12,0,Wednesday,1,Clear,0.29913,0.279974,0.503913,255,2047,2302,3403.8064516129034,4548.538461538462,Medium
2011-12-29,Spring,0,12,0,Thursday,1,Clear,0.248333,0.263892,0.574167,254,2169,2423,3403.8064516129034,4667.259615384615,Medium
2011-12-30,Spring,0,12,0,Friday,1,Clear,0.311667,0.318812,0.636667,491,2508,2999,3403.8064516129034,4690.288461538462,Medium
2011-12-31,Spring,0,12,0,Saturday,0,Clear,0.41,0.414121,0.615833,665,1820,2485,3403.8064516129034,4550.542857142857,Medium
2012-01-01,Spring,1,1,0,Sunday,0,Clear,0.37,0.375621,0.6925,686,1608,2294,2176.3387096774195,4228.828571428571,Medium
2012-01-02,Spring,1,1,1,Monday,0,Clear,0.273043,0.252304,0.381304,244,1707,1951,2176.3387096774195,4338.1238095238095,Low
2012-01-03,Spring,1,1,0,Tuesday,1,Clear,0.15,0.126275,0.44125,89,2147,2236,2176.3387096774195,4510.663461538462,Medium
2012-01-04,Spring,1,1,0,Wednesday,1,Mist,0.1075,0.119337,0.414583,95,2273,2368,2176.3387096774195,4548.538461538462,Medium
2012-01-05,Spring,1,1,0,Thursday,1,Clear,0.265833,0.278412,0.524167,140,3132,3272,2176.3387096774195,4667.259615384615,Medium
2012-01-06,Spring,1,1,0,Friday,1,Clear,0.334167,0.340267,0.542083,307,3791,4098,2176.3387096774195,4690.288461538462,Medium
2012-01-07,Spring,1,1,0,Saturday,0,Clear,0.393333,0.390779,0.531667,1070,3451,4521,2176.3387096774195,4550.542857142857,High
2012-01-08,Spring,1,1,0,Sunday,0,Clear,0.3375,0.340258,0.465,599,2826,3425,2176.3387096774195,4228.828571428571,Medium
2012-01-09,Spring,1,1,0,Monday,1,Mist,0.224167,0.247479,0.701667,106,2270,2376,2176.3387096774195,4338.1238095238095,Medium
2012-01-10,Spring,1,1,0,Tuesday,1,Clear,0.308696,0.318826,0.646522,173,3425,3598,2176.3387096774195,4510.663461538462,Medium
2012-01-11,Spring,1,1,0,Wednesday,1,Mist,0.274167,0.282821,0.8475,92,2085,2177,2176.3387096774195,4548.538461538462,Low
2012-01-12,Spring,1,1,0,Thursday,1,Mist,0.3825,0.381938,0.802917,269,3828,4097,2176.3387096774195,4667.259615384615,Medium
2012-01-13,Spring,1,1,0,Friday,1,Clear,0.274167,0.249362,0.5075,174,3040,3214,2176.3387096774195,4690.288461538462,Medium
2012-01-14,Spring,1,1,0,Saturday,0,Clear,0.18,0.183087,0.4575,333,2160,2493,2176.3387096774195,4550.542857142857,Medium
2012-01-15,Spring,1,1,0,Sunday,0,Clear,0.166667,0.161625,0.419167,284,2027,2311,2176.3387096774195,4228.828571428571,Medium
2012-01-16,Spring,1,1,1,Monday,0,Clear,0.19,0.190663,0.5225,217,2081,2298,2176.3387096774195,4338.1238095238095,Medium
2012-01-17,Spring,1,1,0,Tuesday,1,Mist,0.373043,0.364278,0.716087,127,2808,2935,2176.3387096774195,4510.663461538462,Medium
2012-01-18,Spring,1,1,0,Wednesday,1,Clear,0.303333,0.275254,0.443333,109,3267,3376,2176.3387096774195,4548.538461538462,Medium
2012-01-19,Spring,1,1,0,Thursday,1,Clear,0.19,0.190038,0.4975,130,3162,3292,2176.3387096774195,4667.259615384615,Medium
2012-01-20,Spring,1,1,0,Friday,1,Mist,0.2175,0.220958,0.45,115,3048,3163,2176.3387096774195,4690.288461538462,Medium
2012-01-21,Spring,1,1,0,Saturday,0,Mist,0.173333,0.174875,0.83125,67,1234,1301,2176.3387096774195,4550.542857142857,Low
2012-01-22,Spring,1,1,0,Sunday,0,Mist,0.1625,0.16225,0.79625,196,1781,1977,2176.3387096774195,4228.828571428571,Low
2012-01-23,Spring,1,1,0,Monday,1,Mist,0.218333,0.243058,0.91125,145,2287,2432,2176.3387096774195,4338.1238095238095,Medium
2012-01-24,Spring,1,1,0,Tuesday,1,Clear,0.3425,0.349108,0.835833,439,3900,4339,2176.3387096774195,4510.663461538462,Medium
2012-01-25,Spring,1,1,0,Wednesday,1,Clear,0.294167,0.294821,0.64375,467,3803,4270,2176.3387096774195,4548.538461538462,Medium
2012-01-26,Spring,1,1,0,Thursday,1,Mist,0.341667,0.35605,0.769583,244,3831,4075,2176.3387096774195,4667.259615384615,Medium
2012-01-27,Spring,1,1,0,Friday,1,Mist,0.425,0.415383,0.74125,269,3187,3456,2176.3387096774195,4690.288461538462,Medium
2012-01-28,Spring,1,1,0,Saturday,0,Clear,0.315833,0.326379,0.543333,775,3248,4023,2176.3387096774195,4550.542857142857,Medium
2012-01-29,Spring,1,1,0,Sunday,0,Clear,0.2825,0.272721,0.31125,558,2685,3243,2176.3387096774195,4228.828571428571,Medium
